Date,EVENT_TYPE,BEGIN_LAT,BEGIN_LON
2018-4-7,Flood,37.5,-122.3
2018-4-21,Flood,45.0,-96.9
2018-1-12,Flood,42.1,-72.6
2018-4-15,Thunderstorm Wind,34.7,-82.0
2018-2-4,Flood,46.9,-117.0
2018-2-20,Thunderstorm Wind,34.3,-94.0
2018-1-12,Flood,42.3,-72.0
2018-1-12,Flood,41.6,-71.0
2018-4-15,Tornado,35.1,-81.1
2018-4-15,Hail,34.7,-82.0
2018-4-15,Thunderstorm Wind,35.2,-81.2
2018-4-15,Thunderstorm Wind,35.2,-81.0
2018-4-15,Thunderstorm Wind,35.2,-80.9
2018-4-15,Thunderstorm Wind,35.2,-80.5
2018-1-13,Flood,42.1,-71.5
2018-1-12,Flood,42.3,-71.2
2018-1-12,Flood,41.8,-70.6
2018-1-13,Flood,41.6,-70.9
2018-1-13,Flood,42.4,-71.3
2018-1-13,Flood,42.6,-70.9
2018-7-24,Flood,40.3,-76.4
2018-7-24,Flood,41.3,-76.7
2018-2-23,Flash Flood,32.7,-95.4
2018-2-22,Hail,33.2,-95.2
2018-2-22,Flash Flood,32.4,-93.4
2018-2-22,Flash Flood,32.1,-93.8
2018-2-11,Flood,39.0,-76.3
2018-2-11,Flood,40.2,-75.4
2018-2-11,Flood,40.3,-75.5
2018-7-23,Flood,41.1,-77.5
2018-2-21,Flash Flood,33.4,-94.6
2018-2-22,Flash Flood,33.4,-95.2
2018-2-21,Flash Flood,32.7,-92.8
2018-8-18,Flash Flood,38.2,-81.0
2018-2-21,Flash Flood,34.0,-94.7
2018-4-14,Flood,46.4,-123.6
2018-6-8,Hail,43.0,-101.3
2018-8-27,Hail,44.3,-101.8
2018-2-22,Flash Flood,32.3,-93.0
2018-2-22,Flash Flood,34.1,-95.1
2018-2-7,Thunderstorm Wind,31.1,-85.4
2018-2-21,Flash Flood,32.5,-93.7
2018-6-6,Thunderstorm Wind,41.1,-101.6
2018-6-8,Hail,43.0,-101.3
2018-6-6,Flash Flood,41.1,-102.0
2018-2-21,Flash Flood,33.5,-91.4
2018-2-21,Flash Flood,31.7,-93.2
2018-7-25,Flash Flood,39.9,-76.7
2018-3-22,Flash Flood,34.4,-119.1
2018-2-24,Flood,36.9,-94.5
2018-2-21,Flash Flood,32.5,-93.7
2018-4-6,Debris Flow,38.3,-123.0
2018-4-7,Debris Flow,36.2,-121.7
2018-2-12,Tornado,36.7,-119.5
2018-4-6,Debris Flow,38.3,-122.7
2018-2-21,Flash Flood,31.8,-92.4
2018-2-18,Hail,40.9,-124.1
2018-4-12,Hail,36.8,-121.5
2018-4-7,Marine Thunderstorm Wind,29.4,-84.9
2018-4-7,Marine Thunderstorm Wind,29.4,-84.9
2018-4-15,Marine Thunderstorm Wind,30.1,-84.3
2018-3-10,Flood,46.3,-111.6
2018-3-2,Flash Flood,34.5,-119.6
2018-2-22,Flash Flood,31.6,-92.9
2018-2-11,Flood,30.4,-86.0
2018-7-24,Flood,40.1,-76.5
2018-3-22,Flash Flood,34.4,-119.4
2018-2-21,Flash Flood,32.6,-93.6
2018-2-11,Flood,30.6,-85.6
2018-2-21,Flash Flood,32.7,-93.6
2018-2-22,Flash Flood,32.2,-93.7
2018-2-21,Flash Flood,31.2,-94.5
2018-2-11,Flood,30.6,-85.6
2018-2-21,Flash Flood,33.9,-95.3
2018-2-13,Heavy Rain,21.5,-158.2
2018-2-11,Flood,30.6,-85.8
2018-2-21,Flash Flood,33.4,-95.3
2018-2-21,Flash Flood,31.4,-93.9
2018-7-24,Flood,40.6,-76.6
2018-7-24,Flood,40.0,-76.7
2018-2-22,Flash Flood,33.5,-95.0
2018-2-21,Flash Flood,32.5,-93.7
2018-2-21,Flash Flood,31.3,-94.0
2018-2-18,Hail,40.8,-124.1
2018-6-6,Thunderstorm Wind,41.1,-101.7
2018-2-23,Flash Flood,36.0,-95.1
2018-2-21,Flood,40.4,-86.5
2018-2-10,Flood,37.6,-82.8
2018-2-10,Flood,37.6,-83.4
2018-2-24,Flood,38.6,-87.3
2018-3-5,Lightning,43.3,-95.8
2018-3-8,Flood,42.9,-96.6
2018-3-5,Flood,43.9,-96.2
2018-3-20,Flood,44.0,-96.4
2018-3-29,Flood,43.3,-95.3
2018-2-10,Flood,37.3,-83.2
2018-2-11,Flood,37.8,-82.8
2018-2-10,Flood,36.7,-84.4
2018-2-10,Flood,36.9,-83.9
2018-2-11,Flood,37.5,-82.5
2018-2-10,Flood,37.1,-83.3
2018-2-11,Flood,37.6,-82.7
2018-2-11,Flood,37.6,-82.6
2018-6-25,Marine Thunderstorm Wind,27.8,-82.5
2018-6-25,Marine Thunderstorm Wind,27.6,-82.8
2018-6-25,Marine Thunderstorm Wind,27.9,-82.7
2018-6-8,Marine Thunderstorm Wind,27.7,-82.8
2018-2-20,Marine Thunderstorm Wind,41.9,-87.6
2018-2-26,Funnel Cloud,38.7,-121.6
2018-6-6,Marine Thunderstorm Wind,29.1,-83.0
2018-3-27,Flood,43.1,-97.0
2018-3-27,Flood,43.1,-97.0
2018-2-23,Flash Flood,35.7,-95.4
2018-2-2,Heavy Rain,21.5,-157.9
2018-2-21,Flood,35.9,-90.6
2018-2-21,Flood,34.8,-90.8
2018-2-22,Flood,36.3,-90.9
2018-4-3,Thunderstorm Wind,35.2,-86.0
2018-2-2,Heavy Rain,21.4,-158.2
2018-2-2,Heavy Rain,22.0,-159.7
2018-2-23,Flash Flood,34.4,-93.6
2018-2-21,Flood,36.2,-89.2
2018-2-10,Flood,37.2,-84.6
2018-9-27,Thunderstorm Wind,35.8,-79.9
2018-2-22,Flood,40.0,-87.5
2018-2-21,Flood,40.4,-86.5
2018-6-29,Tornado,28.0,-82.4
2018-6-2,Marine Thunderstorm Wind,28.5,-80.2
2018-3-28,Flood,43.2,-95.2
2018-2-21,Heavy Rain,34.9,-92.2
2018-6-15,Thunderstorm Wind,28.3,-82.2
2018-6-15,Lightning,28.1,-81.9
2018-2-10,Flood,36.8,-83.7
2018-2-11,Flood,37.1,-83.0
2018-2-11,Flood,37.6,-83.7
2018-2-10,Flood,36.8,-83.2
2018-2-11,Flood,37.0,-82.9
2018-2-10,Flood,37.0,-83.0
2018-6-9,Hail,26.7,-81.6
2018-6-13,Lightning,27.9,-82.3
2018-6-1,Waterspout,27.6,-82.8
2018-2-21,Flood,42.9,-73.9
2018-4-3,Thunderstorm Wind,34.9,-88.1
2018-2-1,Heavy Rain,22.0,-159.7
2018-3-5,Flood,43.8,-96.4
2018-3-5,Flood,43.9,-96.2
2018-2-21,Flood,42.8,-73.9
2018-4-15,Thunderstorm Wind,37.6,-78.9
2018-2-22,Flood,43.5,-73.8
2018-2-22,Flood,32.6,-95.4
2018-8-8,Thunderstorm Wind,37.2,-87.2
2018-8-28,Marine Thunderstorm Wind,28.0,-82.5
2018-2-21,Flood,42.8,-74.0
2018-2-26,Hail,38.6,-121.5
2018-2-26,Funnel Cloud,39.0,-121.6
2018-3-30,Flood,42.9,-95.1
2018-3-30,Flood,43.0,-95.1
2018-6-17,Thunderstorm Wind,28.8,-82.6
2018-6-25,Marine Thunderstorm Wind,27.7,-82.6
2018-6-25,Marine Thunderstorm Wind,27.9,-82.4
2018-2-21,Flood,34.5,-89.9
2018-2-22,Flood,34.6,-90.4
2018-2-22,Flood,34.0,-89.5
2018-2-22,Flood,34.4,-89.1
2018-3-30,Flood,43.0,-95.4
2018-3-24,Flood,43.4,-97.1
2018-4-3,Thunderstorm Wind,34.9,-88.0
2018-3-24,Flood,43.2,-96.9
2018-2-22,Flood,42.9,-74.0
2018-5-15,Thunderstorm Wind,41.5,-73.9
2018-5-15,Thunderstorm Wind,41.5,-74.0
2018-5-15,Thunderstorm Wind,41.5,-73.8
2018-5-20,Hail,36.1,-91.1
2018-5-20,Hail,36.4,-90.4
2018-5-20,Hail,36.0,-90.6
2018-5-20,Hail,36.0,-90.5
2018-12-24,Heavy Rain,38.9,-119.8
2018-12-24,Heavy Rain,39.3,-119.4
2018-12-24,Heavy Rain,40.8,-119.2
2018-12-24,Heavy Rain,39.8,-119.6
2018-12-24,Heavy Rain,39.7,-119.7
2018-5-16,Hail,35.3,-89.0
2018-5-4,Thunderstorm Wind,42.9,-72.6
2018-5-19,Hail,35.2,-89.7
2018-5-19,Hail,35.7,-89.4
2018-5-15,Thunderstorm Wind,42.1,-74.0
2018-5-15,Thunderstorm Wind,42.1,-73.9
2018-5-15,Thunderstorm Wind,42.1,-73.8
2018-5-19,Hail,35.2,-89.0
2018-5-19,Thunderstorm Wind,35.1,-88.8
2018-5-19,Hail,35.4,-89.9
2018-5-15,Thunderstorm Wind,41.6,-73.8
2018-5-15,Thunderstorm Wind,41.5,-73.8
2018-5-15,Hail,42.1,-73.8
2018-2-23,Flood,38.6,-85.1
2018-2-23,Flood,38.3,-85.8
2018-12-24,Heavy Rain,38.9,-120.0
2018-12-24,Heavy Rain,38.9,-120.0
2018-12-24,Heavy Rain,40.2,-120.3
2018-12-24,Heavy Rain,40.4,-120.7
2018-5-15,Hail,42.1,-73.8
2018-5-15,Hail,42.1,-74.0
2018-5-15,Hail,41.9,-74.1
2018-5-19,Hail,35.7,-90.3
2018-5-19,Hail,35.8,-90.7
2018-5-19,Hail,35.7,-90.0
2018-5-19,Hail,36.1,-90.7
2018-5-19,Hail,36.1,-90.5
2018-5-19,Hail,36.2,-89.7
2018-5-19,Thunderstorm Wind,36.2,-89.7
2018-5-19,Hail,34.5,-88.9
2018-5-20,Hail,36.1,-91.3
2018-5-15,Thunderstorm Wind,41.6,-74.2
2018-5-15,Thunderstorm Wind,41.6,-74.2
2018-5-15,Thunderstorm Wind,41.6,-73.9
2018-2-23,Flood,38.3,-85.4
2018-12-24,Heavy Rain,40.8,-121.2
2018-12-24,Heavy Rain,41.6,-120.2
2018-5-15,Thunderstorm Wind,41.6,-73.9
2018-5-15,Thunderstorm Wind,41.5,-73.8
2018-5-15,Hail,42.1,-73.6
2018-5-16,Hail,35.2,-88.8
2018-5-16,Lightning,34.3,-88.8
2018-12-24,Heavy Rain,40.2,-120.6
2018-12-24,Heavy Rain,39.6,-120.4
2018-12-24,Heavy Rain,39.5,-120.1
2018-12-24,Heavy Rain,39.2,-119.8
2018-12-24,Heavy Rain,39.3,-118.9
2018-5-15,Hail,42.1,-73.5
2018-5-15,Hail,41.9,-74.1
2018-5-15,Thunderstorm Wind,41.9,-74.1
2018-12-24,Heavy Rain,39.3,-119.9
2018-12-24,Heavy Rain,39.6,-119.8
2018-12-24,Heavy Rain,39.6,-119.7
2018-5-15,Hail,42.1,-73.8
2018-5-15,Hail,42.4,-73.6
2018-5-15,Hail,42.1,-73.8
2018-5-15,Hail,41.9,-74.0
2018-5-15,Thunderstorm Wind,41.6,-74.3
2018-4-16,Flash Flood,39.0,-77.1
2018-4-16,Flood,38.9,-77.1
2018-5-20,Thunderstorm Wind,35.3,-90.5
2018-5-20,Hail,35.2,-89.9
2018-5-20,Thunderstorm Wind,35.5,-88.9
2018-5-15,Hail,42.0,-74.3
2018-5-15,Hail,42.1,-74.0
2018-5-15,Hail,41.9,-74.5
2018-5-15,Hail,41.9,-74.2
2018-5-15,Hail,41.9,-74.1
2018-10-4,Thunderstorm Wind,41.1,-105.8
2018-10-4,Thunderstorm Wind,41.1,-105.5
2018-4-15,Thunderstorm Wind,37.6,-78.9
2018-4-15,Thunderstorm Wind,37.7,-78.8
2018-4-15,Thunderstorm Wind,37.7,-78.9
2018-4-15,Thunderstorm Wind,38.0,-78.5
2018-4-15,Thunderstorm Wind,38.2,-77.9
2018-2-20,Flood,42.8,-88.8
2018-12-24,Heavy Rain,40.8,-121.2
2018-12-24,Heavy Rain,39.4,-120.0
2018-4-16,Flood,38.9,-77.0
2018-4-16,Flash Flood,38.8,-77.2
2018-5-15,Thunderstorm Wind,34.0,-89.4
2018-5-15,Thunderstorm Wind,35.9,-88.6
2018-2-19,Flood,42.5,-89.4
2018-12-24,Heavy Rain,39.3,-120.3
2018-12-24,Heavy Rain,39.8,-120.6
2018-4-16,Thunderstorm Wind,38.3,-77.2
2018-4-16,Thunderstorm Wind,38.3,-77.0
2018-4-16,Thunderstorm Wind,38.2,-76.9
2018-4-16,Thunderstorm Wind,38.2,-76.8
2018-4-16,Marine Thunderstorm Wind,38.3,-77.0
2018-4-16,Marine Thunderstorm Wind,38.2,-77.0
2018-9-17,Flash Flood,35.0,-79.2
2018-9-17,Flash Flood,35.1,-79.0
2018-9-27,Thunderstorm Wind,35.8,-78.4
2018-9-27,Thunderstorm Wind,35.3,-80.2
2018-5-15,Hail,42.1,-73.7
2018-5-15,Hail,42.0,-74.0
2018-5-15,Thunderstorm Wind,41.6,-74.0
2018-2-22,Flood,38.4,-84.0
2018-5-15,Hail,42.1,-73.5
2018-5-10,Thunderstorm Wind,42.7,-74.3
2018-5-4,Thunderstorm Wind,43.2,-73.1
2018-5-4,Thunderstorm Wind,43.2,-73.1
2018-5-4,Thunderstorm Wind,43.2,-72.9
2018-5-4,Thunderstorm Wind,43.1,-72.8
2018-5-4,Thunderstorm Wind,43.2,-72.6
2018-5-4,Thunderstorm Wind,43.0,-72.7
2018-5-4,Thunderstorm Wind,43.1,-72.5
2018-2-22,Flood,38.3,-84.8
2018-1-12,Marine Thunderstorm Wind,29.9,-81.3
2018-1-12,Marine Thunderstorm Wind,29.7,-81.2
2018-1-12,Flood,42.2,-77.2
2018-1-12,Flood,41.5,-74.6
2018-1-12,Flood,43.5,-75.2
2018-1-12,Flood,42.2,-74.6
2018-1-12,Flood,42.0,-75.1
2018-12-26,Thunderstorm Wind,33.4,-99.8
2018-2-20,Flood,42.8,-88.3
2018-2-20,Flood,42.5,-88.3
2018-12-1,Hail,34.2,-90.6
2018-12-31,Thunderstorm Wind,35.8,-89.0
2018-1-13,Flood,43.2,-75.7
2018-2-22,Flash Flood,32.4,-91.5
2018-2-22,Flash Flood,32.7,-91.8
2018-8-9,Thunderstorm Wind,37.5,-95.4
2018-8-27,Marine Thunderstorm Wind,46.7,-87.4
2018-2-22,Flood,33.3,-91.3
2018-5-30,Thunderstorm Wind,34.2,-88.9
2018-1-25,Tornado,40.8,-124.2
2018-1-25,Waterspout,40.8,-124.2
2018-1-12,Thunderstorm Wind,40.9,-78.0
2018-1-21,Tornado,32.1,-96.3
2018-1-21,Hail,32.8,-97.2
2018-1-21,Hail,32.8,-97.2
2018-1-21,Hail,33.0,-97.1
2018-1-21,Hail,32.7,-97.2
2018-1-21,Hail,33.0,-96.9
2018-1-21,Hail,32.9,-97.0
2018-1-21,Hail,32.9,-97.0
2018-1-21,Hail,33.1,-96.7
2018-1-12,Thunderstorm Wind,40.9,-77.5
2018-1-12,Flood,39.4,-81.0
2018-1-23,Hail,38.2,-82.7
2018-4-16,Flood,38.8,-77.2
2018-1-13,Flood,38.8,-80.0
2018-1-13,Flood,38.9,-80.1
2018-1-13,Flood,39.0,-80.9
2018-1-21,Hail,32.8,-97.3
2018-12-26,Thunderstorm Wind,33.8,-98.6
2018-12-26,Thunderstorm Wind,33.9,-98.5
2018-12-26,Thunderstorm Wind,33.9,-98.5
2018-12-26,Flood,34.0,-98.5
2018-1-23,Heavy Rain,20.2,-155.8
2018-1-23,Heavy Rain,20.2,-155.8
2018-1-24,Heavy Rain,21.9,-159.4
2018-1-26,Heavy Rain,20.0,-155.3
2018-4-16,Flood,38.0,-79.4
2018-4-16,Flood,38.2,-79.3
2018-4-16,Flood,38.1,-78.9
2018-4-16,Flood,39.0,-77.3
2018-4-16,Flood,38.7,-77.5
2018-4-16,Flood,38.7,-77.3
2018-4-27,Flood,38.8,-77.2
2018-4-27,Flood,46.6,-112.1
2018-4-29,Flood,46.6,-112.0
2018-1-9,Heavy Rain,34.7,-111.9
2018-1-27,Heavy Rain,21.5,-158.1
2018-1-27,Heavy Rain,20.8,-156.5
2018-4-27,Flood,38.8,-77.3
2018-4-27,Flood,38.9,-77.3
2018-8-3,Thunderstorm Wind,42.2,-72.9
2018-8-11,Lightning,36.2,-115.2
2018-4-3,Thunderstorm Wind,35.0,-88.0
2018-4-3,Thunderstorm Wind,35.0,-87.9
2018-4-16,Marine Thunderstorm Wind,38.3,-76.9
2018-4-16,Marine Thunderstorm Wind,38.2,-76.8
2018-4-16,Marine Thunderstorm Wind,38.0,-76.5
2018-8-17,Flash Flood,34.5,-113.5
2018-1-7,Marine High Wind,47.8,-89.2
2018-9-10,Thunderstorm Wind,35.1,-80.0
2018-9-10,Thunderstorm Wind,35.1,-80.0
2018-9-10,Thunderstorm Wind,35.3,-79.9
2018-4-16,Marine Thunderstorm Wind,38.3,-77.0
2018-1-30,Marine High Wind,47.2,-87.2
2018-1-21,Thunderstorm Wind,37.4,-92.6
2018-9-10,Thunderstorm Wind,35.4,-79.8
2018-8-1,Thunderstorm Wind,35.8,-80.9
2018-1-21,Thunderstorm Wind,37.3,-92.5
2018-1-21,Thunderstorm Wind,37.8,-92.3
2018-1-22,Thunderstorm Wind,37.0,-92.3
2018-9-17,Thunderstorm Wind,36.3,-78.9
2018-9-17,Thunderstorm Wind,36.2,-78.9
2018-9-17,Thunderstorm Wind,35.2,-79.0
2018-9-27,Thunderstorm Wind,35.8,-78.6
2018-9-27,Thunderstorm Wind,35.9,-78.1
2018-2-22,Flash Flood,32.9,-90.9
2018-1-22,Hail,40.7,-89.7
2018-1-22,Hail,40.0,-89.7
2018-1-22,Hail,40.0,-89.9
2018-1-22,Hail,39.9,-89.9
2018-1-22,Hail,40.0,-89.9
2018-1-22,Hail,39.7,-89.9
2018-9-27,Thunderstorm Wind,36.0,-78.2
2018-1-12,Flash Flood,43.3,-75.5
2018-1-12,Flood,43.0,-76.8
2018-1-12,Flood,43.1,-75.3
2018-1-12,Flood,43.4,-75.5
2018-1-12,Flood,43.3,-75.8
2018-2-21,Flash Flood,32.5,-90.1
2018-2-21,Thunderstorm Wind,32.3,-90.4
2018-2-21,Hail,31.7,-90.8
2018-2-22,Flash Flood,33.5,-91.0
2018-2-22,Flash Flood,33.5,-90.3
2018-2-22,Flash Flood,33.5,-90.7
2018-2-22,Flash Flood,33.8,-89.8
2018-2-22,Flash Flood,33.8,-90.7
2018-2-22,Flood,33.4,-91.0
2018-2-21,Flash Flood,32.8,-91.9
2018-2-22,Flash Flood,32.3,-91.8
2018-2-21,Flash Flood,32.0,-91.7
2018-2-22,Flood,32.2,-91.7
2018-2-21,Flash Flood,33.3,-91.9
2018-2-21,Flash Flood,33.5,-91.4
2018-1-12,Marine Thunderstorm Wind,32.5,-79.1
2018-12-31,Thunderstorm Wind,34.9,-87.8
2018-12-31,Thunderstorm Wind,34.5,-87.7
2018-12-31,Thunderstorm Wind,34.9,-87.6
2018-1-12,Flood,43.5,-75.3
2018-1-12,Flood,43.3,-75.4
2018-1-12,Flood,42.4,-77.4
2018-1-12,Flood,43.1,-75.6
2018-1-12,Flood,42.3,-74.9
2018-2-22,Flash Flood,33.5,-91.5
2018-2-22,Flood,33.2,-91.8
2018-5-30,Thunderstorm Wind,34.6,-88.3
2018-5-30,Thunderstorm Wind,34.3,-88.4
2018-5-30,Thunderstorm Wind,34.6,-88.3
2018-5-30,Hail,34.6,-90.0
2018-4-3,Thunderstorm Wind,34.8,-87.6
2018-4-3,Thunderstorm Wind,34.9,-87.8
2018-5-14,Hail,37.1,-97.2
2018-5-14,Hail,38.0,-95.9
2018-4-3,Thunderstorm Wind,34.8,-87.8
2018-8-29,Marine Thunderstorm Wind,25.2,-80.2
2018-8-13,Funnel Cloud,39.6,-74.1
2018-8-17,Thunderstorm Wind,40.9,-75.3
2018-8-20,Marine Thunderstorm Wind,30.1,-90.0
2018-8-7,Thunderstorm Wind,31.3,-89.8
2018-8-8,Thunderstorm Wind,37.7,-78.4
2018-8-13,Flash Flood,39.7,-75.6
2018-4-3,Thunderstorm Wind,34.9,-87.6
2018-4-30,Hail,43.0,-98.1
2018-4-23,Flood,44.3,-96.3
2018-4-23,Flood,44.2,-96.4
2018-4-22,Flood,44.0,-96.4
2018-4-29,Flood,43.2,-97.7
2018-4-29,Flood,43.2,-97.6
2018-4-23,Flood,43.8,-95.3
2018-4-23,Flood,43.8,-95.1
2018-5-30,Thunderstorm Wind,37.3,-98.0
2018-5-30,Thunderstorm Wind,37.2,-98.0
2018-5-31,Thunderstorm Wind,37.3,-97.7
2018-5-31,Thunderstorm Wind,37.5,-97.5
2018-4-22,Flood,43.3,-96.6
2018-4-21,Flood,42.9,-96.5
2018-4-20,Flood,43.9,-96.4
2018-4-20,Flood,43.8,-96.4
2018-4-22,Flood,43.5,-96.3
2018-4-3,Thunderstorm Wind,34.9,-87.5
2018-4-3,Thunderstorm Wind,34.6,-87.7
2018-5-30,Thunderstorm Wind,34.5,-87.8
2018-5-30,Thunderstorm Wind,34.5,-87.8
2018-4-3,Thunderstorm Wind,34.9,-87.7
2018-11-21,Flood,37.3,-119.6
2018-11-21,Flood,37.4,-119.8
2018-11-21,Flood,36.7,-119.8
2018-8-26,Tornado,47.6,-95.7
2018-8-6,Thunderstorm Wind,41.7,-84.3
2018-8-9,Thunderstorm Wind,41.8,-70.0
2018-8-11,Flood,42.4,-71.8
2018-4-3,Thunderstorm Wind,34.8,-87.7
2018-8-15,Thunderstorm Wind,39.4,-116.2
2018-8-11,Thunderstorm Wind,38.4,-115.5
2018-10-1,Flood,42.6,-89.0
2018-8-9,Marine Thunderstorm Wind,29.6,-81.2
2018-8-20,Flash Flood,41.3,-95.8
2018-8-8,Thunderstorm Wind,41.4,-73.3
2018-8-8,Thunderstorm Wind,35.8,-79.3
2018-8-7,Lightning,42.4,-73.4
2018-8-7,Thunderstorm Wind,42.2,-73.2
2018-8-8,Thunderstorm Wind,36.2,-86.3
2018-8-17,Flash Flood,36.4,-86.0
2018-8-18,Thunderstorm Wind,35.3,-81.4
2018-8-21,Thunderstorm Wind,34.5,-82.6
2018-8-12,Marine Thunderstorm Wind,37.6,-76.3
2018-8-18,Heavy Rain,37.8,-101.3
2018-8-25,Lightning,27.8,-82.7
2018-7-5,Thunderstorm Wind,35.7,-88.7
2018-7-5,Thunderstorm Wind,35.1,-89.9
2018-5-23,Thunderstorm Wind,37.5,-98.4
2018-5-30,Flood,39.1,-99.0
2018-5-30,Hail,37.4,-98.3
2018-5-30,Thunderstorm Wind,37.4,-98.3
2018-5-30,Thunderstorm Wind,37.4,-98.3
2018-5-14,Hail,37.8,-95.4
2018-5-14,Hail,37.8,-95.5
2018-5-30,Thunderstorm Wind,34.3,-87.9
2018-5-30,Thunderstorm Wind,34.5,-87.8
2018-5-30,Thunderstorm Wind,34.9,-86.8
2018-5-30,Thunderstorm Wind,34.9,-86.8
2018-5-30,Thunderstorm Wind,34.9,-86.7
2018-5-20,Thunderstorm Wind,35.3,-86.3
2018-5-20,Thunderstorm Wind,35.3,-86.3
2018-5-20,Thunderstorm Wind,35.3,-86.4
2018-5-20,Thunderstorm Wind,35.3,-86.3
2018-5-15,Hail,34.3,-86.4
2018-8-16,Thunderstorm Wind,37.2,-95.8
2018-8-1,Hail,41.9,-88.1
2018-5-14,Hail,37.8,-96.9
2018-5-14,Hail,38.0,-96.2
2018-5-14,Hail,37.8,-96.9
2018-5-30,Thunderstorm Wind,37.3,-98.0
2018-5-30,Thunderstorm Wind,37.3,-98.0
2018-5-9,Hail,37.8,-98.1
2018-7-15,Thunderstorm Wind,36.0,-89.4
2018-5-14,Hail,38.0,-96.2
2018-5-14,Hail,37.9,-95.4
2018-5-14,Hail,38.0,-95.5
2018-5-14,Hail,37.1,-97.4
2018-5-14,Hail,38.0,-95.7
2018-5-14,Hail,37.5,-97.6
2018-5-14,Hail,37.3,-98.0
2018-5-14,Hail,37.2,-98.2
2018-5-14,Thunderstorm Wind,37.1,-97.0
2018-5-14,Hail,37.8,-95.3
2018-5-14,Hail,37.1,-97.1
2018-5-14,Hail,37.2,-97.2
2018-5-14,Hail,37.3,-97.2
2018-5-14,Hail,37.2,-97.1
2018-7-5,Thunderstorm Wind,35.8,-88.8
2018-7-5,Thunderstorm Wind,35.1,-90.0
2018-7-6,Thunderstorm Wind,36.0,-88.3
2018-7-6,Thunderstorm Wind,35.8,-88.9
2018-7-6,Thunderstorm Wind,35.7,-88.9
2018-5-31,Thunderstorm Wind,37.1,-97.1
2018-5-31,Thunderstorm Wind,37.7,-97.4
2018-5-31,Thunderstorm Wind,37.7,-97.3
2018-5-14,Hail,37.2,-97.1
2018-5-14,Hail,37.9,-95.9
2018-5-14,Hail,37.1,-97.0
2018-5-14,Hail,37.1,-97.0
2018-5-14,Hail,37.1,-96.9
2018-5-14,Hail,37.1,-96.9
2018-5-14,Hail,37.4,-97.0
2018-5-14,Hail,37.1,-96.8
2018-5-14,Hail,37.1,-96.8
2018-5-14,Hail,37.3,-97.2
2018-5-14,Hail,37.4,-95.4
2018-5-14,Hail,37.6,-97.3
2018-5-14,Hail,37.8,-97.1
2018-5-14,Thunderstorm Wind,37.1,-96.5
2018-5-13,Thunderstorm Wind,38.8,-97.7
2018-5-31,Thunderstorm Wind,37.0,-97.1
2018-5-31,Thunderstorm Wind,37.7,-97.4
2018-5-31,Thunderstorm Wind,37.7,-97.3
2018-5-9,Hail,37.8,-98.2
2018-5-9,Hail,37.7,-98.1
2018-5-14,Hail,38.1,-96.1
2018-5-14,Hail,38.0,-96.3
2018-5-14,Hail,38.0,-95.6
2018-5-14,Thunderstorm Wind,38.0,-96.6
2018-5-14,Hail,37.1,-97.2
2018-5-14,Hail,37.8,-96.8
2018-5-14,Hail,37.5,-95.5
2018-5-14,Thunderstorm Wind,37.1,-97.0
2018-5-14,Flash Flood,37.9,-95.4
2018-5-14,Heavy Rain,37.9,-95.4
2018-5-19,Hail,37.3,-97.0
2018-5-19,Hail,37.4,-96.1
2018-5-19,Hail,37.7,-97.0
2018-5-19,Hail,37.3,-95.6
2018-5-19,Hail,37.3,-95.3
2018-5-19,Hail,37.4,-95.3
2018-5-19,Hail,37.9,-95.1
2018-5-19,Hail,37.2,-95.7
2018-5-19,Thunderstorm Wind,37.0,-95.9
2018-5-19,Thunderstorm Wind,37.1,-95.9
2018-5-6,Hail,39.7,-91.3
2018-5-6,Hail,39.3,-90.6
2018-5-6,Hail,39.7,-91.4
2018-4-3,Thunderstorm Wind,34.8,-87.7
2018-4-3,Thunderstorm Wind,34.8,-87.7
2018-4-3,Thunderstorm Wind,34.9,-87.8
2018-5-14,Hail,37.3,-97.0
2018-5-14,Hail,37.9,-95.9
2018-5-14,Hail,37.2,-97.0
2018-5-14,Hail,37.4,-97.0
2018-5-14,Hail,37.0,-96.9
2018-5-6,Hail,38.3,-91.9
2018-5-6,Hail,38.1,-91.5
2018-5-14,Thunderstorm Wind,39.9,-91.4
2018-5-14,Thunderstorm Wind,39.9,-90.7
2018-5-14,Thunderstorm Wind,39.3,-90.8
2018-5-14,Thunderstorm Wind,39.3,-90.2
2018-5-14,Thunderstorm Wind,39.0,-90.2
2018-5-14,Thunderstorm Wind,38.7,-90.1
2018-5-19,Thunderstorm Wind,38.1,-91.4
2018-5-19,Thunderstorm Wind,38.8,-90.8
2018-5-15,Tornado,39.4,-90.6
2018-5-14,Hail,37.6,-97.1
2018-5-14,Hail,37.9,-97.0
2018-5-14,Hail,37.7,-95.5
2018-5-14,Hail,37.7,-95.4
2018-5-14,Thunderstorm Wind,37.5,-95.5
2018-5-14,Flash Flood,38.0,-95.5
2018-5-15,Hail,37.5,-97.5
2018-7-11,Hail,31.6,-94.7
2018-5-15,Tornado,39.4,-90.6
2018-5-19,Thunderstorm Wind,38.5,-92.0
2018-5-20,Hail,38.9,-90.1
2018-5-20,Hail,38.7,-90.1
2018-5-20,Hail,38.6,-91.6
2018-5-20,Hail,38.2,-91.2
2018-5-20,Thunderstorm Wind,38.7,-92.8
